user_name,english,universal,username,language,"Types of accounts (1 bots; 2 media; 3 government organisations, corporate agency accounts; 4 accredited community members, opinion leaders, etc.)",Certified or not,note
1004584360085864450,1.8,2,Senjak4,en,,,
114553996,1.8,1.5,Gyynaf,es,,,
102539102,1.8,1.8,bahepa,en,,,
498712544,1.8,0.8,Soutine17,it,,,
1498095127776182275,1.8,1.8,Le52937476,en,,,
1498337445959585800,1.8,2,IlseVonSch,en,,,
462427721,1.8,1.1,alinatede,it,,,
1335959462537011202,1.8,1.4,lordjimpt,pt,,,
1296751962147389442,1.8,2.6,DCinosargo,es,,,
1480940741010538500,1.8,2.2,LauraGi63815697,it,,,
2339616749,1.8,1.6,vskrypka,en,,,
178492884,1.8,1,jjqb1,en,,,
939151355628916736,1.8,1,JimboWimbo77,en,,,
1311796571563077634,1.8,1.3,ModernoAlex,it,,,
1325062152974110720,1.8,2.2,54brina1,en,,,
846862187431788544,1.8,2.3,SallythePitBull,en,,,
787376392333844480,1.8,0.8,oskar_adler,en,,,
825030296844185600,1.8,1.7,Elizabe29599604,en,,,
136557175,1.8,1.4,lovelysarahjane,en,,,
256471324,1.8,1.2,Robert2909,en,,,
303153745,1.8,3,IzzyVerena,en,,,
1462652938090807296,1.8,2.3,VirtuxGames,en,,,
330532430,1.8,0.6,ascochita,it,,,
969712190,1.8,1.2,Manfred_Schmid_,en,,,
137490314,1.8,1.7,GeographerDC,es,,,
2783676315,1.8,1.3,SwagDon12060805,en,,,
16439224,1.8,2,worriedinpa,en,,,
2949142601,1.8,2.3,7b73f39b85e1415,fr,,,
1480744024839499776,1.8,1.9,JanDodge7,en,,,
1223330088,1.8,2.3,yaozhang02,en,,,
973747534593167360,1.8,1.4,DopModi,en,,,
3309829364,1.8,1.2,LdyGuin,en,,,
165351475,1.8,2.9,Mrs_V_6047,en,,,
235164858,1.8,2,natsainy,en,,,
33893183,1.8,1.8,davissj,en,,,
1459964484202680323,1.8,1.4,Jeremiah23044,en,,,
1021192197914464257,1.8,1,IridescentAshes,en,,,
1333115917283291136,1.8,2,CommanderNizar,en,,,
1352936217046876165,1.8,0.6,GP_Morgan_Chase,ru,,,
2248055895,1.8,2.2,_jeremiadams,en,,,
338577376,1.8,0.8,CarolineKM2,en,,,
742496527,1.8,0.8,EllaJakobson,en,,,
2582271301,1.8,2,nordicukraine,en,,,
1239157263346122753,1.8,1.4,Anette69397919,en,,,
2597168593,1.8,1,caaps02,en,,,
1434457313461645313,1.8,1.4,Blueber67536214,en,,,
1400292331950071808,1.8,2,Wandere61087892,en,,,
885857112026484736,1.8,0.8,Lolinamarquez,es,,,
1162339925095669760,1.8,1.7,DanielChgel,en,,,
1257619969241681921,1.8,3.3,free_esports,ru,,,
290948075,1.8,1.6,satnettv,en,,,
1489279752695595008,1.8,1.8,NyaTen12,en,,,
2374095490,1.8,1.2,KucherIgor,en,,,
1432858493019582467,1.8,1.4,rednano3,en,,,
1413778171,1.8,1.7,arttajart,en,,,
45365156,1.8,1.2,_RedFrog,fr,,,
30423511,1.8,1.4,surveyork,en,,,
1311293205976174593,1.8,2.6,PaddyIrish6,en,,,
145024162,1.8,1.4,marisoljimenezm,es,,,
1106777071,1.8,0.8,bfry1981,en,,,
1460216983660769282,1.8,1.8,Jax99999999,en,,,
2718650871,1.8,1.6,cocochannel1567,en,,,
727435346611429376,1.8,0.6,TO_WAR_I,en,,,
832957786887557120,1.8,1.4,Sylviabg3,en,,,
234355334,1.8,1.6,EmperorPeeter,en,,,
526643802,1.8,1.3,Miky3881,it,,,
1352012895316537345,1.8,1.6,XiynZeOrdo,en,,,
83625209,1.8,0.4,ajandradea,es,,,
3073230641,1.8,0.6,cododegato,es,,,
927580180243255296,1.8,1.6,RichardKernoha2,en,,,
1438569517869842436,1.8,1.4,abiuradimeh,en,,,
725056222009909250,1.8,2.6,lesliejoan58,en,,,
1488192194754367491,1.8,1.2,AAfedola111,en,,,
260706920,1.8,2.5,Kostian_V,en,,,
1482849556094197767,1.8,1.4,MikMik34387310,en,,,
836972174539911169,1.8,1.6,AntonioSassone7,it,,,
2504828107,1.8,1.2,GeorgeArtwell,es,,,
1503715187391610886,1.8,2,NoneOfY31605616,en,,,
572553669,1.8,1.8,CigalamProvence,en,,,
371905632,1.8,0.2,Albertora_,en,,,
2236497109,1.8,0.7,mud2guard,en,,,
807685182664876032,1.8,2.2,mikko4216,en,,,
538259914,1.8,1.1,yomebajoenAtoch,en,,,
1486122222699876355,1.8,0.9,93Kyiv,en,,,
950196831006482433,1.8,1.4,DaniWolf94,en,,,
810362279896240128,1.8,1.4,Article_1_fan,en,,,
347810094,1.8,2.2,roblwilson,en,,,
1497899853145329666,1.8,1.6,Fiona08766135,en,,,
150183299,1.8,1.4,AlKlymenko,en,,,
1496710481045864452,1.8,1.7,BaselessReality,en,,,
1500929090676830209,1.8,2.3,PeaceLover07405,en,,,
2828576424,1.8,1.6,annie04522986,en,,,
1253735554237284353,1.8,0.9,jjoshua_js,en,,,
1055227589885755393,1.8,1,MarkvanBuskirk3,en,,,
18474270,1.8,1.5,ionescudaniel,en,,,
1492547617573777424,1.8,1.4,JSwedak,en,,,
47098119,1.8,1.4,kwitter1,en,,,
1355088920,1.8,1.8,GilsvanJac,en,,,
1502101115952844802,1.8,1.2,Nicolasriveragz,es,,,
1432976928177229826,1.8,2.1,RoostersLord,en,,,
kgorchinskaya,1.8,2.2,kgorchinskaya,en,,,
nolanwpeterson,1.8,1.3,nolanwpeterson,en,,,
ukraine_world,1.8,2.8,ukraine_world,en,,,
worldonalert,1.8,1.4,worldonalert,en,,,
guyverhofstadt,1.8,3.1,guyverhofstadt,en,,,
EmineDzheppar,1.8,2,EmineDzheppar,en,,,
EnricoLetta,1.8,1.8,EnricoLetta,it,,,
putino,1.8,0.8,putino,it,,,
esCesarVidal,1.8,2,esCesarVidal,es,,,
janboehm,1.8,0.7,janboehm,de,,,
BorisJohnson,1.8,2.9,BorisJohnson,en,,,
jsrailton,1.8,3,jsrailton,en,,,
MrKovalenko,1.8,2.1,MrKovalenko,en,,,
ragipsoylu,1.8,1.6,ragipsoylu,en,,,
valy_s,1.8,0.8,valy_s,it,,,
witte_sergei,1.8,2.2,witte_sergei,en,,,
gloomynews,1.8,1.5,gloomynews,ja,,,
55Bellechasse,1.8,1.6,55Bellechasse,fr,,,
IuliiaMendel,1.8,2,IuliiaMendel,en,,,
KassaHMariam,1.8,2.5,KassaHMariam,en,,,
KK_Rokossovski,1.8,0.8,KK_Rokossovski,es,,,
OrlvndoA,1.8,0.9,OrlvndoA,es,,,
Strandjunker,1.8,1.6,Strandjunker,en,,,
benjaminhaddad,1.8,1.4,benjaminhaddad,fr,,,
colvieux,1.8,1.4,colvieux,it,,,
kremlinesp,1.8,2.3,kremlinesp,es,,,
RALee85,1.8,2.8,RALee85,en,,,
ComVentotene,1.8,1.1,ComVentotene,it,,,
nicolasberrod,1.8,1.5,nicolasberrod,fr,,,
therecount,1.8,2,therecount,en,,,
biannagolodryga,1.8,1.4,biannagolodryga,en,,,
FernandoHortaOf,1.8,1.4,FernandoHortaOf,pt,,,
Misurelli77,1.8,1.4,Misurelli77,it,,,
DoriToribio,1.8,1.2,DoriToribio,es,,,
federicofubini,1.8,2,federicofubini,it,,,
slightsight,1.8,1.4,slightsight,ja,,,
MilkoSichinolfi,1.8,0.6,MilkoSichinolfi,it,,,
WalterDossier,1.8,0.6,WalterDossier,es,,,
FLyMachabert,1.8,1.2,FLyMachabert,fr,,,
antontroian,1.8,3,antontroian,en,,,
timand2037,1.8,1.8,timand2037,en,,,
ShabanianAram,1.8,2,ShabanianAram,en,,,
sssmirnov,1.8,1,sssmirnov,ru,,,
PhilHackemann,1.8,1.1,PhilHackemann,de,,,
MaxBoot,1.8,2,MaxBoot,en,,,
Gbastidas,1.8,1.3,Gbastidas,es,,,
InformadorVeraz,1.8,1.5,InformadorVeraz,es,,,
Isa_Yusibov,1.8,1.7,Isa_Yusibov,nl,,,
jreichelt,1.8,2.6,jreichelt,de,,,
IdaniaChirinos,1.8,1.4,IdaniaChirinos,es,,,
UKRinCUB,1.8,2.2,UKRinCUB,es,,,
ejustin46,1.8,2,ejustin46,en,,,
MoniVelasquezV,1.8,0.5,MoniVelasquezV,es,,,
PhillipsPOBrien,1.8,1.6,PhillipsPOBrien,en,,,
Acmor3,1.8,0.8,Acmor3,it,,,
sakuravlr,1.8,1.2,sakuravlr,uk,,,
corinnamilborn,1.8,0.8,corinnamilborn,de,,,
amilcar_josep,1.8,1,amilcar_josep,ca,,,
dsmolansky,1.8,1.8,dsmolansky,es,,,
gmaemejota,1.8,1,gmaemejota,es,,,
allinwithchris,1.8,2.4,allinwithchris,en,,,
elcitizen,1.8,2.4,elcitizen,es,,,
ROUTEK,1.8,2,ROUTEK,es,,,
LaBelgrana,1.8,0.9,LaBelgrana,es,,,
DrJHAmsterdam,1.8,0.7,DrJHAmsterdam,nl,,,
dw_politics,1.8,3,dw_politics,en,,,
Alexey__Kovalev,1.8,1.4,Alexey__Kovalev,ru,,,
kochovyipes,1.8,0.6,kochovyipes,uk,,,
JLapteeva,1.8,1.6,JLapteeva,en,,,
steal61,1.8,0.6,steal61,it,,,
BalEdmundo,1.8,1.7,BalEdmundo,es,,,
6w_es,1.8,2.2,6w_es,es,,,
brokenpixelua,1.8,2.4,brokenpixelua,en,,,
BentivogliMarco,1.8,0.4,BentivogliMarco,it,,,
AlbLeVert,1.8,0.4,AlbLeVert,fr,,,
Morning_Joe,1.8,1.8,Morning_Joe,en,,,
maxpradera,1.8,1.6,maxpradera,es,,,
AvgerinosMoscow,1.8,0.2,AvgerinosMoscow,el,,,
lubrio,1.8,0.8,lubrio,es,,,
LaBombetta76,1.8,1,LaBombetta76,it,,,
MajidTavakolii,1.8,1.6,MajidTavakolii,fa,,,
KucinskiGeri,1.8,1.5,KucinskiGeri,en,,,
Mounotella,1.8,2.3,Mounotella,fr,,,
StimmeUkraine,1.8,2.5,StimmeUkraine,de,,,
RussianEmbassyC,1.8,2,RussianEmbassyC,en,,,
RienNavelpluis,1.8,1.4,RienNavelpluis,nl,,,
SoyMmadrigal,1.8,1.6,SoyMmadrigal,es,,,
EmilioAlvarezI,1.8,0.8,EmilioAlvarezI,es,,,
EmbSergio,1.8,1.4,EmbSergio,es,,,
EduardoSaldania,1.8,0.9,EduardoSaldania,es,,,
PWaxenstein,1.8,0.7,PWaxenstein,de,,,
julnechytai,1.8,1.6,julnechytai,uk,,,
Atenea244,1.8,1.6,Atenea244,es,,,
GrzegorzJ111,1.8,2,GrzegorzJ111,pl,,,
dreynders,1.8,2.7,dreynders,en,,,
YoshiIrai,1.8,1.4,YoshiIrai,it,,,
MayorBWPayne,1.8,0.6,MayorBWPayne,es,,,
escovargabriela,1.8,0.7,escovargabriela,es,,,
Saleksashenko,1.8,2,Saleksashenko,ru,,,
pwolodarski,1.8,1.5,pwolodarski,sv,,,
cinemacinegnose,1.8,1,cinemacinegnose,pt,,,
MetalHe69092042,1.8,1.7,MetalHe69092042,it,,,
MrArkinBey,1.8,1.9,MrArkinBey,en,,,
rumbopropio,1.8,1,rumbopropio,es,,,
Jjlopez_almejo,1.8,1,Jjlopez_almejo,es,,,
grafismo,1.8,1.2,grafismo,es,,,
ohitsbenji,1.8,4.1,ohitsbenji,en,,,
truth_about_war,1.8,2.6,truth_about_war,en,,,
VictorKvert2008,1.8,2.9,VictorKvert2008,ru,,,
SidneyGennies,1.8,1.4,SidneyGennies,de,,,
GeeDawg55975157,1.8,2.5,GeeDawg55975157,en,,,
wiebkehollersen,1.8,0.9,wiebkehollersen,de,,,
ConteZero76,1.8,0.5,ConteZero76,it,,,
Licualopodo,1.8,0.4,Licualopodo,es,,,
bichikota,1.8,0.6,bichikota,ru,,,
qunfuz2,1.8,1.2,qunfuz2,en,,,
ahmetyesiltepe,1.8,1,ahmetyesiltepe,tr,,,
SemitaSalutis,1.8,0.4,SemitaSalutis,nl,,,
mariafdezv,1.8,0.8,mariafdezv,es,,,
DecodingTrolls,1.8,3.6,DecodingTrolls,en,,,
pattypappi,1.8,1.5,pattypappi,it,,,
FromSteveHowell,1.8,0.8,FromSteveHowell,en,,,
C_Emcke,1.8,1.6,C_Emcke,de,,,
jansorena,1.8,0.9,jansorena,es,,,
florastr,1.8,0.6,florastr,it,,,
ChuckCallesto,1.8,1.4,ChuckCallesto,en,,,
BenegasJ,1.8,0.9,BenegasJ,es,,,
SFischer_EU,1.8,2,SFischer_EU,en,,,
jorgeramosnews,1.8,3,jorgeramosnews,es,,,
Melquisedec70,1.8,0.6,Melquisedec70,es,,,
BrunoBertez,1.8,1.8,BrunoBertez,fr,,,
naks_icon,1.8,1.8,naks_icon,en,,,
alexanderdecroo,1.8,1.4,alexanderdecroo,nl,,,
RitaCosby,1.8,1.8,RitaCosby,en,,,
PabloPardo1,1.8,1.3,PabloPardo1,es,,,
AndyVyshnevsky,1.8,1.6,AndyVyshnevsky,en,,,
anderslindberg,1.8,0.8,anderslindberg,sv,,,
SocorroAltami12,1.8,1.4,SocorroAltami12,es,,,
1498015223424471041,1.7,1.7,b001_steve,en,,,
2791953405,1.7,1.9,guzlomi,en,,,
1451377339,1.7,0.8,stephenalbert11,en,,,
597463855,1.7,0.4,AmmyCamil,en,,,
1499015103852826625,1.7,1,VSvartdal,en,,,
1427689777197948934,1.7,1.7,HrShipwreck,en,,,
2165516032,1.7,3.2,Gintar45,en,,,
271264211,1.7,1.2,LucreciaMali,es,,,
1197297197827739649,1.7,1,Ilona_ple,it,,,
371485193,1.7,1,no1historychick,en,,,
1497588299053113355,1.7,1.6,DragoBerghe,en,,,
1502343481120993284,1.7,1.6,AlanLuc28497169,en,,,
2424015956,1.7,0.8,GeorgiAuad,bg,,,
414419233,1.7,1.6,SpanglishGuiri,en,,,
193601001,1.7,0.9,Franky3362,it,,,
1228647684317290496,1.7,0.8,ukasz38973162,pl,,,
1384588970466623497,1.7,3.6,5Slapout,en,,,
1498062564542013445,1.7,1.6,StuckJarLid,en,,,
1278630237887172608,1.7,1.6,Goja41722000,en,,,
1178751075479937024,1.7,2,AlcairoCrystal,en,,,
2221493848,1.7,1.4,OleksaRusyn,en,,,
DefenceU,1.7,1.8,DefenceU,uk,,,
zoyashef,1.7,1.5,zoyashef,en,,,
barbarastarrcnn,1.7,2.2,barbarastarrcnn,en,,,
ciudadfutura,1.7,1.1,ciudadfutura,es,,,
MelaniePodolyak,1.7,1.7,MelaniePodolyak,uk,,,
EvgenyFeldman,1.7,1.7,EvgenyFeldman,ru,,,
GeoConfirmed,1.7,1.8,GeoConfirmed,en,,,
BobRae48,1.7,1.8,BobRae48,en,,,
Caucasuswar,1.7,3.1,Caucasuswar,en,,,
Conflicts,1.7,2,Conflicts,en,,,
tristanmf,1.7,1.1,tristanmf,fr,,,
ThomasVLinge,1.7,2.1,ThomasVLinge,en,,,
diasasaigonados,1.7,0.4,diasasaigonados,es,,,
nichvydycia,1.7,1,nichvydycia,uk,,,
euronews,1.7,3.4,euronews,en,,,
abunin,1.7,3.8,abunin,ru,,,
DantiNicola,1.7,2.2,DantiNicola,it,,,
Armia_fm,1.7,0.8,Armia_fm,uk,,,
kiranjoshi235,1.7,1.5,kiranjoshi235,ne,,,
wenyunchao,1.7,1.2,wenyunchao,zh,,,
TuiteroMartin,1.7,1.8,TuiteroMartin,es,,,
AlfioKrancic,1.7,1.6,AlfioKrancic,it,,,
Mirjam152,1.7,0.8,Mirjam152,nl,,,
EilishHart,1.7,1,EilishHart,en,,,
Ukrostap,1.7,3.2,Ukrostap,uk,,,
xeni,1.7,1.9,xeni,en,,,
SmaHavinnefesol,1.7,1.8,SmaHavinnefesol,tr,,,
archer_rs,1.7,2,archer_rs,en,,,
ATHOMICAAQUILA1,1.7,2.2,ATHOMICAAQUILA1,it,,,
fotuimaroma,1.7,0.6,fotuimaroma,uk,,,
Hedilla37,1.7,1.5,Hedilla37,es,,,
ziobaffone,1.7,0.4,ziobaffone,it,,,
CanadianUkrain1,1.7,3.1,CanadianUkrain1,en,,,
pidebbi,1.7,2,pidebbi,it,,,
telloglou,1.7,2.3,telloglou,en,,,
kohairii,1.7,1.6,kohairii,uk,,,
maria_avdv,1.7,3.6,maria_avdv,en,,,
jason_corcoran,1.7,2.8,jason_corcoran,en,,,
RachBlevins,1.7,1.6,RachBlevins,en,,,
MarisePayne,1.7,1.5,MarisePayne,en,,,
David_M_Bergman,1.7,0.3,David_M_Bergman,sv,,,
danilerer,1.7,1,danilerer,es,,,
BeMilInterests,1.7,1.4,BeMilInterests,nl,,,
Filipsons,1.7,0.7,Filipsons,en,,,
taranenko,1.7,0.9,taranenko,uk,,,
agusmoralespuga,1.7,0.8,agusmoralespuga,es,,,
annapaolaconcia,1.7,1.2,annapaolaconcia,it,,,
Metavelts,1.7,1,Metavelts,el,,,
mauroberruto,1.7,1.6,mauroberruto,it,,,
__rorschach___,1.7,1.2,__rorschach___,pl,,,
ChuckPfarrer,1.7,1.4,ChuckPfarrer,en,,,
richgdlmx,1.7,0.7,richgdlmx,es,,,
Iperbole_,1.7,0.8,Iperbole_,it,,,
Medios_Rusos,1.7,0.6,Medios_Rusos,es,,,
1497950696444141570,1.6,1.8,MikLinSwe,en,,,
1222168465449947136,1.6,1.8,Diana50022146,en,,,
1205652272820166666,1.6,0.6,KelseyM53339643,en,,,
3055684983,1.6,1.2,KWojtalik,en,,,
348721240,1.6,0.6,APatricius,en,,,
1497723502748905474,1.6,1.4,Test12468120,en,,,
1487072185114152964,1.6,1.9,DonRobe22418909,en,,,
17449331,1.6,2.1,Eilonwy24,en,,,
56351612,1.6,0.8,_b1,uk,,,
1498024171191820288,1.6,2.2,bensaibienchen,en,,,
1469632650964922369,1.6,1.6,common_man555,en,,,
257221975,1.6,1.9,FunGuerillaz,en,,,
46946199,1.6,0.7,Jefflemberger34,en,,,
1331035678889680896,1.6,0.6,2Spin0,en,,,
1010599074377150464,1.6,0.8,kelene_k,en,,,
1497849352567459843,1.6,1.8,DoubleOyimmy_,en,,,
1301096764779499520,1.6,1.6,JamesShallcros3,en,,,
1090770003153092609,1.6,1.2,abnyn1,en,,,
57559138,1.6,0.8,M322233,en,,,
1355726575648403458,1.6,1.6,Annmak19447006,en,,,
731777001153957888,1.6,1.6,LevHavryliv,en,,,
893458615562096640,1.6,1.2,agtmewlfy,en,,,
1494720164599934976,1.6,2,ksberries,en,,,
3399424287,1.6,1.8,lunaroverdrive,en,,,
745931566036172800,1.6,1.4,viburnumcharles,en,,,
224960682,1.6,1.7,rcmpwidow,en,,,
10196452,1.6,2.2,igeldard,en,,,
1243444955453878272,1.6,1.7,films4one1,en,,,
805592961115443202,1.6,1.5,monoafortunado1,es,,,
3334614563,1.6,1.9,cmwheatley56,en,,,
570737640,1.6,0.6,junko1958,ja,,,
2409663512,1.6,1.2,GeorgeVSilva,en,,,
2274879692,1.6,1.6,lynxrattle,en,,,
2161351860,1.6,1.4,AnnaCCallahan,en,,,
796146651068964864,1.6,1.2,nyx_erebus,en,,,
1496037397078888448,1.6,1.2,Kage50969666,en,,,
195056231,1.6,2.6,elisadelanuez,es,,,
1010991948256210949,1.6,0.4,Nav2115,en,,,
1495802743377653760,1.6,1.4,myAbbygirl2022,en,,,
1500125855573749761,1.6,0.7,OldChinahandJR,en,,,
1007556840563986432,1.6,1.1,TaniaTWUA,en,,,
17046534,1.6,1.6,scecil,en,,,
65617648,1.6,1.4,Stefan_Laurell,en,,,
1465594715735220225,1.6,1.8,Dads_Army_UKF,en,,,
2379980924,1.6,2,strimka_voda,en,,,
1434530045318483968,1.6,2.3,jessicacorbitt9,en,,,
1411108008738709505,1.6,1.6,Voiceof83280739,en,,,
1458897848624422922,1.6,1.6,Yojmto,en,,,
2241386012,1.6,2.1,UkraineInEurope,en,,,
518879975,1.6,1,FreddyMuziotti,es,,,
945503801502519297,1.6,1.4,NancyLeclerc9,en,,,
110735716,1.6,1,juanlujanm,es,,,
2353812786,1.6,1.4,6SPQR,es,,,
1417140547005911040,1.6,1.3,eefauscan,en,,,
1499589697294639106,1.6,1.6,textwhileudrive,en,,,
2243487176,1.6,0.4,yevgenfree,ru,,,
51975109,1.6,1.6,experten14,es,,,
19567280,1.6,1.7,mike_412,en,,,
2485263823,1.6,0.5,idealiberale,it,,,
47936582,1.6,0.8,yuna_hikari,en,,,
1121598826064875521,1.6,0.8,Tello52407060,es,,,
968887267245752320,1.6,1.8,jd_19573011,en,,,
1498411278796210184,1.6,1.8,JorgSteiper,en,,,
593519995,1.6,1,caselli_s,it,,,
981235071905599491,1.6,1,fairandwise,ru,,,
1381252704832524294,1.6,1.6,SPerplexitas,en,,,
776959799871303681,1.6,1.8,wtf_imtooold,en,,,
1475527618992685069,1.6,1,DanielF02470674,en,,,
1163719876956979200,1.6,1.3,davy_ninja,en,,,
377878096,1.6,2,wittyka8,en,,,
2546749044,1.6,1,floriankwiatek,pl,,,
829047821668143104,1.6,2.3,DrennonKay,en,,,
970088441324204032,1.6,1.4,MadisonMCross4,en,,,
2512884929,1.6,1.6,rtdmoh,en,,,
312060173,1.6,1.6,alexst30,en,,,
1379236477654102016,1.6,1.4,2newhope3,en,,,
820410298020532229,1.6,1.4,ApiFeelGood,en,,,
730990240127537152,1.6,1.2,NautyAssgirl,en,,,
1310273634712260608,1.6,0.8,JackRai22050401,en,,,
1086556996508229632,1.6,1,AspectKir,en,,,
1419077157930815492,1.6,1.4,2H_SunMoon,es,,,
1484714543645442049,1.6,1,Smetkosproud,en,,,
577211939,1.6,1.5,jmedeiros71,en,,,
1497959656504840193,1.6,1.8,m_rennie20,en,,,
738042086,1.6,0.2,ChrMail,en,,,
721651681,1.6,1,nmduster,en,,,
1276988895733911552,1.6,0.7,Swiftpfote,de,,,
272670361,1.6,0.8,Julie5559,es,,,
594546650,1.6,1.3,shocolatemoose,en,,,
1498083514926968840,1.6,3.2,mcat1616,en,,,
2324090497,1.6,0.2,cperry_17,en,,,
1464334488306073609,1.6,1.9,gordon_stag,en,,,
174476012,1.6,1.4,Djluka1,en,,,
1290736483578580993,1.6,3.4,Ruslan_Palchuk,en,,,
994390154,1.6,1.2,Dieng67,en,,,
21956019,1.6,1.8,Phil140,en,,,
1469160244915888129,1.6,1.8,lwoodard1218,en,,,
1309646195585941505,1.6,1,DinoJohnson98,en,,,
845509648224403456,1.6,1,Dika76595557,en,,,
501008875,1.6,1.6,SteveOslerWdx,en,,,
922457652881510400,1.6,1.2,Nex72599860,ca,,,
1332347438,1.6,1.4,crisalidaliquid,es,,,
1387641838765490176,1.6,1.1,SIMCONTROL1,en,,,
45983649,1.6,1,RB_Phan,en,,,
1439796459201781765,1.6,1.2,GeomilevR,es,,,
1495062826762784771,1.6,1.8,fxromanfer,es,,,
2787089534,1.6,1.4,othinkagain,en,,,
30706941,1.6,3.3,MaryAnneGruen,en,,,
1457289309690765316,1.6,2.2,VoodooBollocks,en,,,
613838306,1.6,1.8,meddeviceeng,en,,,
2526844884,1.6,1.2,eto_tak,ru,,,
758597260968075264,1.6,1.3,SydorenkoKate,en,,,
1079875950991396864,1.6,3.6,Christo84801994,en,,,
1457112204663218176,1.6,1.4,Ukraine_Uk_One,en,,,
710798937,1.6,1.3,brendanno3,en,,,
andersostlund,1.6,1.6,andersostlund,en,,,
joncoopertweets,1.6,2.4,joncoopertweets,en,,,
mikelayestaran,1.6,1.2,mikelayestaran,es,,,
malachybrowne,1.6,1.8,malachybrowne,en,,,
HelenaVillarRT,1.6,1.1,HelenaVillarRT,es,,,
tribelaw,1.6,1.4,tribelaw,en,,,
nikorepi,1.6,1.2,nikorepi,cs,,,
USEmbassyKyiv,1.6,2.2,USEmbassyKyiv,uk,,,
lilianaf523,1.6,0.8,lilianaf523,es,,,
AndrzejDuda,1.6,2,AndrzejDuda,pl,,,
BeatrizTalegon,1.6,1.4,BeatrizTalegon,es,,,
mmpadellan,1.6,1.6,mmpadellan,en,,,
CarlosLoret,1.6,1.4,CarlosLoret,es,,,
agoraitconsulti,1.6,1.4,agoraitconsulti,ja,,,
mbk_center,1.6,0.9,mbk_center,en,,,
astroehlein,1.6,1.4,astroehlein,en,,,
mi28nighthunter,1.6,2,mi28nighthunter,en,,,
Anonymous_Link,1.6,2.5,Anonymous_Link,en,,,
hoje_no,1.6,2,hoje_no,pt,,,
AngieSkys,1.6,1.6,AngieSkys,en,,,
SophiaAram,1.6,1.4,SophiaAram,fr,,,
LeonKrauze,1.6,1.4,LeonKrauze,es,,,
VictorSinclair3,1.6,1.2,VictorSinclair3,fr,,,
Lyla_lilas,1.6,2.2,Lyla_lilas,en,,,
JDiamond1,1.6,2.4,JDiamond1,en,,,
xavieraldekoa,1.6,1,xavieraldekoa,es,,,
dave73es,1.6,0.8,dave73es,es,,,
PucksReturn,1.6,3,PucksReturn,en,,,
StratCons,1.6,0.8,StratCons,es,,,
albertofierroal,1.6,0.4,albertofierroal,es,,,
nigroeneveld,1.6,1.5,nigroeneveld,en,,,
SergioRevolS,1.6,0.2,SergioRevolS,es,,,
BenDoBrown,1.6,1.6,BenDoBrown,en,,,
GLandsbergis,1.6,3,GLandsbergis,en,,,
USAmbUN,1.6,2.8,USAmbUN,en,,,
AmanChopra_,1.6,1.4,AmanChopra_,hi,,,
manginobrioches,1.6,1.1,manginobrioches,it,,,
Biz_Ukraine_Mag,1.6,1.3,Biz_Ukraine_Mag,en,,,
gadlernertweet,1.6,1.8,gadlernertweet,it,,,
maurobiani,1.6,1.3,maurobiani,it,,,
Andrew__Roth,1.6,2.2,Andrew__Roth,en,,,
R_DeCastelnau,1.6,1.5,R_DeCastelnau,fr,,,
FmMosca,1.6,1.1,FmMosca,it,,,
bordoni_russia,1.6,0.9,bordoni_russia,it,,,
Pontifex,1.6,4.1,Pontifex,en,,,
morphonios,1.6,1.2,morphonios,en,,,
wkrawcz1,1.6,0.8,wkrawcz1,pl,,,
lereveildatlas,1.6,1.4,lereveildatlas,fr,,,
jl_sastre,1.6,0.5,jl_sastre,es,,,
nomfup,1.6,1.3,nomfup,it,,,
JosPastr,1.6,1.6,JosPastr,es,,,
riotta,1.6,1.8,riotta,it,,,
KareemRifai,1.6,1.2,KareemRifai,en,,,
MFA_Ukraine,1.6,1.6,MFA_Ukraine,en,,,
JuPe_EU,1.6,1.5,JuPe_EU,en,,,
kazweida,1.6,1.6,kazweida,en,,,
just_whatever,1.6,0.8,just_whatever,en,,,
maddenifico,1.6,1.8,maddenifico,en,,,
Rezhasan,1.6,2.3,Rezhasan,en,,,
nobu_akiyama,1.6,1,nobu_akiyama,ja,,,
cultrun,1.6,0.8,cultrun,es,,,
VolodymyrAriev,1.6,1.2,VolodymyrAriev,uk,,,
EmeiMarkus,1.6,0.7,EmeiMarkus,it,,,
GeorgeArtwell,1.6,1.2,GeorgeArtwell,es,,,
PedderSophie,1.6,2.5,PedderSophie,en,,,
kudarojo,1.6,1.3,kudarojo,es,,,
AdelinaSfishta,1.6,1.6,AdelinaSfishta,tr,,,
scrivosempre,1.6,0.2,scrivosempre,it,,,
PabloIglesias,1.6,1.2,PabloIglesias,es,,,
woke_death88,1.6,2.2,woke_death88,es,,,
GeorghyZhukov,1.6,0.6,GeorghyZhukov,el,,,
Finanzas_Times,1.6,1.4,Finanzas_Times,es,,,
GiuseppeConteIT,1.6,2.9,GiuseppeConteIT,it,,,
artjom3729,1.6,2.2,artjom3729,en,,,
geertjanhahn,1.6,0.8,geertjanhahn,nl,,,
HSkelsen,1.6,0.8,HSkelsen,it,,,
Umka_burka,1.6,0.4,Umka_burka,uk,,,
raging545,1.6,2.1,raging545,en,,,
davcarretta,1.6,0.6,davcarretta,it,,,
fdbedout,1.6,2.2,fdbedout,es,,,
derksauer,1.6,2,derksauer,nl,,,
