user_name,english,universal,username,language,"Types of accounts (1 bots; 2 media; 3 government organisations, corporate agency accounts; 4 accredited community members, opinion leaders, etc.)",Certified or not,note
Fan__2758,1.6,1.5,Fan__2758,es,,,
EugenioCardi,1.6,0.9,EugenioCardi,it,,,
IgorParis75,1.6,1.8,IgorParis75,fr,,,
USAmbJapan,1.6,2.7,USAmbJapan,ja,,,
ElGusty99523701,1.6,1.9,ElGusty99523701,it,,,
ethrusco,1.6,1.2,ethrusco,it,,,
marianagc,1.6,1,marianagc,es,,,
tomasomontanari,1.6,0.7,tomasomontanari,it,,,
GuidoFawkes,1.6,2.2,GuidoFawkes,en,,,
M49liberorso,1.6,1,M49liberorso,it,,,
abel_riu,1.6,1.1,abel_riu,ca,,,
Nain_Portekoi,1.6,1,Nain_Portekoi,fr,,,
ReinaldoDMM,1.6,0.8,ReinaldoDMM,es,,,
ddeschouw,1.6,1,ddeschouw,es,,,
jaumeclotet,1.6,0.6,jaumeclotet,ca,,,
AlekosPrete,1.6,0.6,AlekosPrete,it,,,
AlberPiter,1.6,0.6,AlberPiter,es,,,
jualtorres,1.6,0.3,jualtorres,es,,,
JiangShangrong,1.6,1.4,JiangShangrong,zh,,,
karizo2022,1.6,1.8,karizo2022,ja,,,
CierzoRojo1,1.6,1.5,CierzoRojo1,es,,,
WalhallaMann,1.6,1.2,WalhallaMann,es,,,
MariaFdaCabal,1.6,1.2,MariaFdaCabal,es,,,
DonPorfifirio,1.6,1,DonPorfifirio,es,,,
LucasProto,1.6,1.4,LucasProto,es,,,
JeremyCliffe,1.6,1.6,JeremyCliffe,en,,,
Sofiajeanne,1.6,1.3,Sofiajeanne,it,,,
alfo_lanzieri,1.6,0.8,alfo_lanzieri,it,,,
JournalistYaman,1.6,1.9,JournalistYaman,tr,,,
ilaborletti,1.6,0.3,ilaborletti,it,,,
robdewijk,1.6,1.9,robdewijk,nl,,,
jeperego,1.6,0.7,jeperego,it,,,
peppeprovenzano,1.6,2.7,peppeprovenzano,it,,,
Gitro77,1.6,0.8,Gitro77,it,,,
kherradio,1.6,1.6,kherradio,en,,,
VALMICHEL7,1.6,1,VALMICHEL7,ru,,,
rgourdet,1.6,0.2,rgourdet,es,,,
AndrKolesnikov,1.6,3.1,AndrKolesnikov,en,,,
Michele_Arnese,1.6,2,Michele_Arnese,it,,,
Reseteo1789,1.6,0.6,Reseteo1789,es,,,
BarakRavid,1.6,1.2,BarakRavid,en,,,
mariamkker,1.6,2,mariamkker,en,,,
Diogene_2020,1.6,2,Diogene_2020,fr,,,
boginjaproleca,1.6,0.6,boginjaproleca,en,,,
Kevin_Maguire,1.6,2.9,Kevin_Maguire,en,,,
rodolfoasar,1.6,0.8,rodolfoasar,es,,,
lvoir,1.6,1.6,lvoir,it,,,
dkaleniuk,1.6,2.5,dkaleniuk,en,,,
PabloOliveraDaS,1.6,0.3,PabloOliveraDaS,es,,,
FroilLannister,1.6,1.5,FroilLannister,es,,,
PaoloGentiloni,1.6,1.9,PaoloGentiloni,en,,,
superumka,1.6,2.2,superumka,uk,,,
flaminiasabate1,1.6,1.6,flaminiasabate1,it,,,
Fauerzaesp,1.6,0.4,Fauerzaesp,es,,,
PMO_W,1.6,1.2,PMO_W,it,,,
saedmara,1.6,1.9,saedmara,zh,,,
nrybakov_txt,1.6,1.4,nrybakov_txt,uk,,,
AntonSpisak,1.6,1.8,AntonSpisak,en,,,
JoaquinCastrotx,1.6,1.8,JoaquinCastrotx,en,,,
JeffreyGuterman,1.6,1.8,JeffreyGuterman,en,,,
guidogentili1,1.6,1.6,guidogentili1,it,,,
Percolator_HNJ,1.6,1.6,Percolator_HNJ,nl,,,
Talamanca1714,1.6,1.4,Talamanca1714,ca,,,
kotovolodarka,1.6,0.8,kotovolodarka,uk,,,
uasupport999,1.6,2.7,uasupport999,en,,,
ManosVoularinos,1.6,0.9,ManosVoularinos,el,,,
CATERINAV,1.6,2,CATERINAV,es,,,
vanabeau,1.6,0.7,vanabeau,it,,,
claraweiss_wsws,1.6,1.4,claraweiss_wsws,en,,,
juancarlospinov,1.6,0.3,juancarlospinov,es,,,
m_grill,1.6,1.4,m_grill,de,,,
jackowskipawel,1.6,1.4,jackowskipawel,en,,,
RICHELIEUArman1,1.6,3.2,RICHELIEUArman1,fr,,,
Zion404082,1.6,2.3,Zion404082,en,,,
RobbieGramer,1.6,1.4,RobbieGramer,en,,,
eziomauro,1.6,2.3,eziomauro,it,,,
apolyakova,1.6,1.4,apolyakova,en,,,
abdullahagar2,1.6,1.6,abdullahagar2,tr,,,
_Moreneta,1.6,1.2,_Moreneta,es,,,
1301739875599896576,1.5,0.7,AndrewForesrer,en,,,
2939666351,1.5,1,tartanpirate1,en,,,
262685310,1.5,1.2,modushomes,en,,,
3288684484,1.5,0.6,castevisa,en,,,
1367413195279904768,1.5,1.5,CarloSantaroni,it,,,
41943171,1.5,1.4,WendySThomson,en,,,
1865038368,1.5,0.7,VBenkeser,en,,,
561786554,1.5,1.5,JoniPyysalo,en,,,
2539747665,1.5,2.1,SolidarityRnwd,en,,,
374490485,1.5,1.6,yocibou,ja,,,
1128427092,1.5,0.8,ChemaDireccion,es,,,
1272352341979774976,1.5,1.6,myeyeswideopen3,en,,,
225594234,1.5,1.2,AMS_7,en,,,
4137671716,1.5,1.9,rajraj_id,en,,,
1480147470730604552,1.5,2,Jose87771550,es,,,
2328854769,1.5,1,Clarembaldo,it,,,
1311093036391174146,1.5,1.1,HctorEspina1,en,,,
27742067,1.5,1.8,joanblanewater,en,,,
422620746,1.5,1.6,tp39871497o,en,,,
4311881121,1.5,1,Oli1Tita,en,,,
761994324,1.5,1.6,davidmotzko,en,,,
4876743205,1.5,1.2,Elizabeth_Chesh,en,,,
1006709624576229377,1.5,1.1,steven_seegel,en,,,
508312215,1.5,0.4,studiochartreus,en,,,
73398952,1.5,1,ProstirUa,en,,,
1414623534039453702,1.5,1.2,CardiacSmarts,en,,,
1480610816000995336,1.5,1.7,Janet541707601,en,,,
19188481,1.5,1.2,maryspring,en,,,
829787503641010176,1.5,1.2,harmonyis1,en,,,
1470059423234199553,1.5,1.8,suzsportsfan,en,,,
209191734,1.5,1.2,TombbaP,en,,,
1427578285869830146,1.5,0.7,PirateEilish21,en,,,
1096422408,1.5,1.1,GeorgeHupka,en,,,
3224385975,1.5,2.2,JhdJane,en,,,
kiraincongress,1.5,3.1,kiraincongress,en,,,
olya_rudenko,1.5,2.2,olya_rudenko,en,,,
den_kazansky,1.5,1.2,den_kazansky,ru,,,
Volksverpetzer,1.5,1.6,Volksverpetzer,de,,,
sandro_pozzi,1.5,0.4,sandro_pozzi,es,,,
wolski_jaros,1.5,2.2,wolski_jaros,pl,,,
Palazzo_Chigi,1.5,1.2,Palazzo_Chigi,it,,,
DavidPuente,1.5,1.4,DavidPuente,it,,,
NTenzer,1.5,0.8,NTenzer,fr,,,
AntonioMaestre,1.5,0.9,AntonioMaestre,es,,,
rachelschraer,1.5,1,rachelschraer,es,,,
patyper,1.5,1.2,patyper,es,,,
AnonymusCautivo,1.5,1,AnonymusCautivo,es,,,
TatiUdaci,1.5,0.8,TatiUdaci,it,,,
raulmtt,1.5,0.4,raulmtt,es,,,
mattia_n,1.5,1.2,mattia_n,en,,,
zaborona_media,1.5,2.8,zaborona_media,en,,,
TimInHonolulu,1.5,0.8,TimInHonolulu,en,,,
SayCoolEnglish,1.5,1.6,SayCoolEnglish,th,,,
PolandMFA,1.5,1.6,PolandMFA,en,,,
ImolaOggi,1.5,1.6,ImolaOggi,it,,,
pipob69,1.5,1.2,pipob69,th,,,
ZarinaZabrisky,1.5,2,ZarinaZabrisky,en,,,
Fatassinari,1.5,1.6,Fatassinari,en,,,
PastorellaGiu,1.5,1.8,PastorellaGiu,it,,,
dancohen3000,1.5,1.2,dancohen3000,en,,,
Meowana4,1.5,1.4,Meowana4,uk,,,
emifittipaldi,1.5,2.3,emifittipaldi,it,,,
andr900,1.5,0.6,andr900,it,,,
alfloresd,1.5,0.8,alfloresd,it,,,
DanLamothe,1.5,3.3,DanLamothe,en,,,
thierrybaudet,1.5,1.8,thierrybaudet,nl,,,
alessiolasta,1.5,0.4,alessiolasta,it,,,
erknoncn,1.5,1,erknoncn,tr,,,
MauriceMartin01,1.5,1.6,MauriceMartin01,fr,,,
siriomerenda,1.5,1.4,siriomerenda,it,,,
YLatynina,1.5,1.8,YLatynina,ru,,,
caioblinder,1.5,1.8,caioblinder,pt,,,
porizna,1.5,0.5,porizna,uk,,,
claudiocerasa,1.5,2,claudiocerasa,it,,,
wisemanswisdoms,1.5,1.2,wisemanswisdoms,sv,,,
AlinaDuarte_,1.5,0.5,AlinaDuarte_,es,,,
dszeligowski,1.5,1.9,dszeligowski,en,,,
camilocnn,1.5,2.3,camilocnn,es,,,
WynnWs,1.5,1.2,WynnWs,en,,,
ruslantrad,1.5,1.6,ruslantrad,en,,,
GMA,1.5,1.2,GMA,en,,,
maklokgai,1.5,0.6,maklokgai,zh,,,
eduardosalazar4,1.5,1.2,eduardosalazar4,es,,,
Bella_Shiraz,1.5,1.4,Bella_Shiraz,en,,,
ChingteLai,1.5,2.1,ChingteLai,en,,,
SergueiMakarov,1.5,0.8,SergueiMakarov,es,,,
mikegalsworthy,1.5,3.3,mikegalsworthy,en,,,
NessunLuogo24,1.5,1.6,NessunLuogo24,it,,,
nycjim,1.5,1.8,nycjim,en,,,
WeillClaude,1.5,1.4,WeillClaude,fr,,,
RafaChessBcn,1.5,1.8,RafaChessBcn,es,,,
Henry_desagu,1.5,2,Henry_desagu,en,,,
metatron_dk,1.5,2.1,metatron_dk,en,,,
apiontkovsky,1.5,1.9,apiontkovsky,ru,,,
matviiok,1.5,1.4,matviiok,en,,,
XSalaimartin,1.5,1,XSalaimartin,es,,,
liberalunicorno,1.5,0.8,liberalunicorno,it,,,
jedijig,1.5,0.7,jedijig,el,,,
Apostiller1,1.5,1.6,Apostiller1,fr,,,
Dorama1978,1.5,0.5,Dorama1978,es,,,
AlquimistaAst,1.5,1,AlquimistaAst,es,,,
MWardzyniakowa,1.5,1.6,MWardzyniakowa,pl,,,
709930449368440833,1.4,1.4,illinidiva12,en,,,
894879849172434944,1.4,0.9,hendricxsantos,und,,,
820352025271468032,1.4,1.3,davaldod,en,,,
2848259559,1.4,0.6,Fog_0f_War,en,,,
1392571457356636160,1.4,1.4,APolak227,en,,,
1196504849002770433,1.4,1.2,VedeleAngela,it,,,
1276172014210949121,1.4,2.4,PKewes,en,,,
496996567,1.4,1.6,AdrianaSpulber,en,,,
1288288674249969666,1.4,3.9,darren_nicholls,en,,,
352655797,1.4,1.8,harryriedl,en,,,
971351566325370881,1.4,1.4,GramsciAG,it,,,
787774580,1.4,1.1,ChrisBrey1,de,,,
761375614704111616,1.4,0.4,bert_on_spec,en,,,
1434798150108262404,1.4,1.4,timederailed,en,,,
1474983238326050816,1.4,1.1,dima7b,en,,,
294727387,1.4,0.8,RobertPaul1,en,,,
18001995,1.4,1,phonebanshee,en,,,
816680271537901570,1.4,1.6,thedoctord0nna,en,,,
46901204,1.4,1.2,iwanttolearn,en,,,
3610087180,1.4,0.7,MonteCh67923647,en,,,
1354002272238391297,1.4,1.2,CaptPriceStan,en,,,
19103864,1.4,0.9,Niederer,en,,,
61809292,1.4,0.7,aniazareba,en,,,
1497712739594084354,1.4,1.8,Wray20027678,en,,,
2195496378,1.4,1.2,Tobinator1964,en,,,
553150054,1.4,0.5,DujelindaMz,en,,,
1193437439538483200,1.4,1.2,Judipopsicle,en,,,
242133106,1.4,0.9,SammySettanni,en,,,
2502468500,1.4,1.4,SauerElaine,en,,,
4785762898,1.4,1.2,Stupormundi66,it,,,
1497852126223118338,1.4,1.2,SFimbul,en,,,
1091956306871767042,1.4,1.4,ForAllSouthAfr1,en,,,
2835446343,1.4,1.2,CabreoEspanyol,en,,,
1471439227330125824,1.4,1.5,juijuikuijuiju,en,,,
912428236273016833,1.4,1,TataBesst,en,,,
372494314,1.4,0.8,waggles111,en,,,
1494953844891131909,1.4,1.5,anna_obst,en,,,
1460525491,1.4,1.2,rhindes73,en,,,
1506272368515158026,1.4,2.1,zulbiabamieh,en,,,
1493147899479445520,1.4,2,Laura10346597,it,,,
3975756309,1.4,1.4,OskWars,pl,,,
1497416615163359233,1.4,1.6,02_kina,en,,,
464053026,1.4,1.6,OlgaSaavedraV,en,,,
1497659405059469312,1.4,1.4,ksaraholland,en,,,
1613327708,1.4,1.2,EveSttela,en,,,
1498167356119412736,1.4,1.4,BlyzniukG,en,,,
1279846491650060288,1.4,1.4,UrlNat,en,,,
964548384714567681,1.4,0.6,dekentro,en,,,
776159898849648640,1.4,1.1,nexusSEI_6,it,,,
1497193911084851243,1.4,1.9,FionaMa05008316,en,,,
156791726,1.4,1.2,RalfMoeller8,en,,,
2218047925,1.4,0.8,rali_niko,en,,,
55240866,1.4,1.1,Oleg_Melnyk,en,,,
1505841173218435076,1.4,1.8,MarkushaT,en,,,
3952363934,1.4,1.4,yearwood31,en,,,
506923082,1.4,1.2,anagin40,en,,,
221445245,1.4,1.6,IFFConsulting,en,,,
346096879,1.4,1,JohnKenten,en,,,
527900108,1.4,3.1,ntuliluckywelco,en,,,
1502483968989442051,1.4,2.8,ItMatters4Ever,en,,,
2573480784,1.4,1.8,MalcolmNance,en,,,
40591108,1.4,1.5,hendragnw,en,,,
27829806,1.4,1.6,JoMaas,en,,,
171941344,1.4,0.4,gispedicato,it,,,
175694557,1.4,0.5,just_whatever,en,,,
15679943,1.4,0.8,Sarumyan,en,,,
1496877150430969861,1.4,1.8,RSun777,en,,,
119157342,1.4,0.6,anvolea4,es,,,
1044218176085667842,1.4,1.5,Debra31552579,en,,,
137690167,1.4,1.7,mik61scot,en,,,
870244616003403781,1.4,1,goldbug666,en,,,
1495538516297752579,1.4,1.1,JimSendre,en,,,
614667453,1.4,1.1,nmtyoga,en,,,
28201869,1.4,0.8,Ramila67,en,,,
48668822,1.4,1.6,alexspenc1,en,,,
134206590,1.4,1,arcanodavvero,it,,,
57992091,1.4,1.4,kymburleigh,en,,,
1279946247399288833,1.4,1.2,seekhopeact,en,,,
895714832426520578,1.4,2.2,KenSoroka,en,,,
47408060,1.4,1.4,JonathanLanday,en,,,
1003106784435990528,1.4,0.5,NICACAJUN,es,,,
1469869842,1.4,1,alucheroni,en,,,
4110838642,1.4,1.2,AndresBurget,en,,,
1303462183578136578,1.4,0.8,Dreamcountry13,en,,,
1218480977703571457,1.4,1.3,apwc_,en,,,
1463260896541560833,1.4,2,PuoiFidarti,it,,,
37761861,1.4,1,Gerald_Becker,en,,,
26086699,1.4,0.6,JP1958S,en,,,
94611763,1.4,1.2,StarArcady,en,,,
1036689650587512832,1.4,1.5,SerenaJ92886877,en,,,
399251929,1.4,1.5,LevyLoiseau,fr,,,
18875820,1.4,0.4,hynek_pichi,en,,,
19711390,1.4,1.4,SmartEconomy,en,,,
1352982390981931008,1.4,0.7,teleom1,de,,,
257705052,1.4,0.9,durdude,en,,,
1458252136450596865,1.4,1.4,BarbaraLevitan,en,,,
1117545887155146753,1.4,2.5,Kathryn24498120,en,,,
16938726,1.4,1.6,MagaliSkywalker,en,,,
TristanSnell,1.4,1.6,TristanSnell,en,,,
louiseelisabet,1.4,1.9,louiseelisabet,en,,,
georgegalloway,1.4,2.2,georgegalloway,en,,,
maxseddon,1.4,2.1,maxseddon,en,,,
SerbinPont,1.4,0.3,SerbinPont,es,,,
afneil,1.4,2,afneil,en,,,
snarwani,1.4,0.8,snarwani,en,,,
femeninna,1.4,1.8,femeninna,fr,,,
ianbremmer,1.4,1.1,ianbremmer,en,,,
EasyRid04682094,1.4,0.6,EasyRid04682094,pl,,,
GiovaQuez,1.4,1,GiovaQuez,it,,,
ukrainesinger,1.4,3.2,ukrainesinger,uk,,,
littlemayo,1.4,0.8,littlemayo,ja,,,
NickKnudsenUS,1.4,3.4,NickKnudsenUS,en,,,
mentecritica,1.4,0.8,mentecritica,it,,,
TonsTweetings,1.4,2,TonsTweetings,th,,,
Bobores,1.4,1,Bobores,es,,,
ladyonorato,1.4,0.5,ladyonorato,it,,,
IracundoIsidoro,1.4,0.8,IracundoIsidoro,es,,,
ramonlobo,1.4,1,ramonlobo,es,,,
yarotrof,1.4,1.8,yarotrof,en,,,
Yon_Yonson71,1.4,0.4,Yon_Yonson71,it,,,
Totalforsvar,1.4,1.6,Totalforsvar,sv,,,
DragonLadyU2,1.4,0.8,DragonLadyU2,es,,,
stranahan,1.4,2.3,stranahan,en,,,
StevenBeschloss,1.4,2,StevenBeschloss,en,,,
sacedator,1.4,1,sacedator,es,,,
JorgeGalindo,1.4,0.6,JorgeGalindo,es,,,
SF_Moro,1.4,1.9,SF_Moro,pt,,,
simonespetia,1.4,0.7,simonespetia,it,,,
camalees,1.4,0.8,camalees,pt,,,
nuevaestoica,1.4,0.5,nuevaestoica,es,,,
ArthurKei_UA,1.4,1.2,ArthurKei_UA,uk,,,
brianstelter,1.4,1.8,brianstelter,en,,,
Brooms1989,1.4,1.2,Brooms1989,uk,,,
OKhudetska,1.4,0.6,OKhudetska,uk,,,
eskelinen_antti,1.4,2.1,eskelinen_antti,en,,,
Ldevega,1.4,1.2,Ldevega,es,,,
Beaoh11,1.4,1,Beaoh11,it,,,
matteorenzi,1.4,2.3,matteorenzi,it,,,
shustrex,1.4,0.7,shustrex,ru,,,
DEFAKATOR_Off,1.4,0.9,DEFAKATOR_Off,fr,,,
YugBamBaby,1.4,0.8,YugBamBaby,th,,,
DarioBallini,1.4,1.2,DarioBallini,it,,,
riccardoweiss,1.4,1.2,riccardoweiss,it,,,
LolaSoria_,1.4,1.8,LolaSoria_,es,,,
eminpazarci,1.4,1.7,eminpazarci,tr,,,
parox40,1.4,0.4,parox40,pt,,,
g900ap,1.4,0.2,g900ap,nl,,,
PoliticaPerJedi,1.4,0.8,PoliticaPerJedi,it,,,
fargosi,1.4,0.7,fargosi,es,,,
AlanAbdo13,1.4,1.1,AlanAbdo13,en,,,
Reine_Margot2,1.4,1.1,Reine_Margot2,fr,,,
noclador,1.4,1.1,noclador,en,,,
javiernegre10,1.4,1.2,javiernegre10,es,,,
PrisonPlanet,1.4,1.6,PrisonPlanet,en,,,
AmichaiStein1,1.4,0.6,AmichaiStein1,en,,,
revista5W,1.4,1.5,revista5W,es,,,
AvonandsomerRob,1.4,0.8,AvonandsomerRob,en,,,
nelloscavo,1.4,1,nelloscavo,it,,,
JMichaelWaller,1.4,0.6,JMichaelWaller,en,,,
LevyLoiseau,1.4,1.5,LevyLoiseau,fr,,,
i_army_org,1.4,1.6,i_army_org,ru,,,
WUTangKids,1.4,1.6,WUTangKids,en,,,
Navegaciones,1.4,1.4,Navegaciones,es,,,
MBLivre,1.4,0.8,MBLivre,pt,,,
olehbatkovych,1.4,0.8,olehbatkovych,uk,,,
lauracesaretti1,1.4,1,lauracesaretti1,it,,,
GalileoArms,1.4,0.8,GalileoArms,es,,,
KlausIohannis,1.4,1.9,KlausIohannis,en,,,
aledenicola,1.4,1,aledenicola,it,,,
LouiseMensch,1.4,1.5,LouiseMensch,en,,,
MPSkino,1.4,1,MPSkino,it,,,
MumbaichaDon,1.4,1.9,MumbaichaDon,en,,,
calderonwiliams,1.4,1.2,calderonwiliams,es,,,
BarbeariaPoian,1.4,0.8,BarbeariaPoian,pt,,,
Yoda15271485,1.4,0.6,Yoda15271485,it,,,
Robrocco01,1.4,3.4,Robrocco01,en,,,
yo2thok,1.4,0.8,yo2thok,in,,,
panos101,1.4,0.1,panos101,el,,,
AlicePolyanska,1.4,0.2,AlicePolyanska,fr,,,
KitKlarenberg,1.4,1,KitKlarenberg,en,,,
n_jaresko,1.4,1.8,n_jaresko,en,,,
LewkHughes,1.4,1.3,LewkHughes,en,,,
urHPwasmaxedout,1.4,0.8,urHPwasmaxedout,uk,,,
FBITricolor,1.4,0.6,FBITricolor,pt,,,
AbaloneOrtega,1.4,0.8,AbaloneOrtega,es,,,
giusmo1,1.4,1,giusmo1,it,,,
Prodigi0_1,1.4,0.6,Prodigi0_1,es,,,
nopasaran360,1.4,0.8,nopasaran360,es,,,
ldpsincomplejos,1.4,1.2,ldpsincomplejos,es,,,
FernandoArancon,1.4,0.4,FernandoArancon,es,,,
RugeBoris,1.4,1.6,RugeBoris,en,,,
Gargaristan,1.4,0.7,Gargaristan,en,,,
FrankLuntz,1.4,3,FrankLuntz,en,,,
arnaudcomte,1.4,1.2,arnaudcomte,fr,,,
JorgeBustos1,1.4,1.4,JorgeBustos1,es,,,
ChaseOdell7,1.4,1.9,ChaseOdell7,en,,,
alexgarcialonso,1.4,0.8,alexgarcialonso,es,,,
AlanBarrosoA,1.4,0.6,AlanBarrosoA,es,,,
pabloavelluto,1.4,0.5,pabloavelluto,es,,,
AnnaMyroniuk,1.4,2.3,AnnaMyroniuk,en,,,
ZzPolski,1.4,0.8,ZzPolski,pl,,,
lauritalonso,1.4,1.2,lauritalonso,es,,,
rubengluengas,1.4,1.2,rubengluengas,es,,,
j_sato,1.4,1.6,j_sato,ja,,,
noraneus,1.4,2.1,noraneus,en,,,
moca_francois,1.4,0.8,moca_francois,fr,,,
gerclouds,1.4,0.4,gerclouds,es,,,
bcreis37,1.4,1.3,bcreis37,pt,,,
mrsahuquillo,1.4,0.9,mrsahuquillo,es,,,
citoyenneFrance,1.4,1.8,citoyenneFrance,fr,,,
PoliticalSparr1,1.4,1.4,PoliticalSparr1,en,,,
_anapastor_,1.4,0.8,_anapastor_,es,,,
ErnestoSuidry,1.4,0.6,ErnestoSuidry,es,,,
NorahODonnell,1.4,1.5,NorahODonnell,en,,,
Magmag77711777,1.4,1,Magmag77711777,pl,,,
elnocturno,1.4,0.2,elnocturno,es,,,
Ci1812,1.4,0.8,Ci1812,it,,,
ilatif,1.4,0.8,ilatif,en,,,
bigSAC10,1.4,1.2,bigSAC10,en,,,
ZombieBuster5,1.4,1.9,ZombieBuster5,it,,,
ladoria1,1.4,0.2,ladoria1,it,,,
Nath_Yamb,1.4,0.6,Nath_Yamb,fr,,,
mrctrdsh,1.4,1.8,mrctrdsh,it,,,
Frialum,1.4,1.8,Frialum,ru,,,
EstefMolina_,1.4,0.6,EstefMolina_,es,,,
vicentmontagud,1.4,1,vicentmontagud,es,,,
GoffredoB,1.4,1.6,GoffredoB,it,,,
JkmMikke,1.4,0.8,JkmMikke,pl,,,
Ethical_Values,1.4,1.6,Ethical_Values,es,,,
BadMedic,1.4,0.6,BadMedic,it,,,
zigoraldama,1.4,1.2,zigoraldama,es,,,
QuinziUgo,1.4,0.3,QuinziUgo,it,,,
PierluigiBattis,1.4,1.4,PierluigiBattis,it,,,
tvdonel,1.4,1.8,tvdonel,en,,,
sarubo,1.4,0.6,sarubo,pt,,,
laura_ceruti,1.4,1.2,laura_ceruti,it,,,
MounFor,1.4,0.6,MounFor,fr,,,
gmeeus2,1.4,0.6,gmeeus2,en,,,
RubrykaEng,1.4,2.8,RubrykaEng,en,,,
ernestprakasa,1.4,1.8,ernestprakasa,in,,,
FranciscoIgea,1.4,1.1,FranciscoIgea,es,,,
kozako01,1.4,1.4,kozako01,es,,,
enricocolosimo,1.4,0.4,enricocolosimo,it,,,
AlexS8338,1.4,1.6,AlexS8338,it,,,
jmaphatie,1.4,2.1,jmaphatie,fr,,,
Volatilevitali1,1.4,1.4,Volatilevitali1,it,,,
CerfiaFR,1.4,1.8,CerfiaFR,fr,,,
1086478358848946181,1.3,1.6,FreddieSeer,en,,,
318128747,1.3,1.1,TheoStauffer,en,,,
2492659458,1.3,1,bruinsfan197,en,,,
1025874541594243074,1.3,1.1,luluincanada,en,,,
262302919,1.3,3.6,lopcute,en,,,
242849343,1.3,1.2,DanielHarder82,en,,,
1329236609166925827,1.3,1.3,Startre72377111,en,,,
23292410,1.3,1.2,Angel0573,en,,,
157060351,1.3,0.3,singerel,en,,,
787444033064951808,1.3,1.2,StealthCDG,en,,,
2609539418,1.3,1,SimVooV,en,,,
129567596,1.3,1.2,tms007,en,,,
53276941,1.3,3.8,ebizarch,en,,,
129582464,1.3,1.2,Olesya_Redko,en,,,
898060735,1.3,1,HoriaPopa1,en,,,
129264927,1.3,0.6,surfspup,en,,,
1530871844,1.3,1.1,CardelliAc,it,,,
114268824,1.3,0.4,Ola_Suprun,uk,,,
32499511,1.3,0.8,LexieVillanelle,en,,,
484286254,1.3,0.6,latham_s,en,,,
1496892244456280064,1.3,1.5,Steve4Ukraine,en,,,
971019951216742400,1.3,0.2,BruunGarcia,en,,,
755140512420593664,1.3,1.4,Kika_1141,en,,,
3384923242,1.3,1,happyborg,en,,,
2347067106,1.3,1.1,Norma_Cenva,en,,,
1715202120,1.3,2.2,KresySiberia,en,,,
180613584,1.3,1.7,Nyhcrut,en,,,
2383413742,1.3,1.6,KanafonjaWest,uk,,,
48314622,1.3,0.6,pink_indian_,en,,,
99307902,1.3,0.4,kitspecial,uk,,,
29893765,1.3,1.4,Maripuerta,en,,,
AnonOpsSE,1.3,1.6,AnonOpsSE,en,,,
mfa_russia,1.3,3.4,mfa_russia,en,,,
A__Alimov,1.3,1.8,A__Alimov,en,,,
VladimirTxikia,1.3,0.6,VladimirTxikia,es,,,
sternenko,1.3,1.2,sternenko,uk,,,
anders_aslund,1.3,1.6,anders_aslund,en,,,
Wizard_Severus,1.3,1,Wizard_Severus,uk,,,
javiernavia,1.3,0.7,javiernavia,es,,,
NiccoloZancan,1.3,0.3,NiccoloZancan,it,,,
OleksandraZubal,1.3,3.2,OleksandraZubal,en,,,
guillermoTM1959,1.3,1.7,guillermoTM1959,es,,,
SanJorge219,1.3,1.6,SanJorge219,es,,,
fredabrahams,1.3,2,fredabrahams,en,,,
CarloVerdelli,1.3,0.8,CarloVerdelli,it,,,
M_OlgaSCordero,1.3,2.2,M_OlgaSCordero,es,,,
Free_Media_Hub,1.3,2.2,Free_Media_Hub,en,,,
PaoloBorg,1.3,0.8,PaoloBorg,it,,,
xavier_alberti,1.3,1,xavier_alberti,fr,,,
briceculturier,1.3,0.9,briceculturier,fr,,,
mohammadaleph,1.3,1,mohammadaleph,fa,,,
diamantewero,1.3,0.9,diamantewero,es,,,
PanasiukPiotr,1.3,1.2,PanasiukPiotr,pl,,,
VillaFernando_,1.3,1.1,VillaFernando_,es,,,
georgebest_,1.3,0.2,georgebest_,es,,,
BGriveaux,1.3,1.4,BGriveaux,fr,,,
carlosmagaro,1.3,0.8,carlosmagaro,es,,,
Nomebusquesque2,1.3,1.6,Nomebusquesque2,es,,,
43Hannu,1.3,1,43Hannu,fi,,,
markomihkelson,1.3,1.6,markomihkelson,en,,,
aforista_l,1.3,3.8,aforista_l,it,,,
andreavianel,1.3,1.4,andreavianel,it,,,
nelsonmaf,1.3,1.1,nelsonmaf,pt,,,
boni_castellane,1.3,0.6,boni_castellane,it,,,
scoliosisoffate,1.3,1,scoliosisoffate,uk,,,
FPanunzi,1.3,0.7,FPanunzi,it,,,
EnHondurenos,1.3,0.8,EnHondurenos,es,,,
XunLongJi,1.3,1,XunLongJi,zh,,,
lauhaim,1.3,1.8,lauhaim,fr,,,
StalingradolaB,1.3,0.4,StalingradolaB,es,,,
MahirEsen_Tr,1.3,2,MahirEsen_Tr,tr,,,
MirianJugheli,1.3,2,MirianJugheli,en,,,
DonVocero,1.3,1,DonVocero,es,,,
lugaricano,1.3,1.6,lugaricano,es,,,
16969385,1.2,1.2,occono,en,,,
1832502638,1.2,1.6,eveemars87,en,,,
998508524081762304,1.2,1.6,calamityjen1318,en,,,
311889009,1.2,1.4,CingHsian,en,,,
838886854602723329,1.2,0.6,Jlarlat1,en,,,
1161924136383369216,1.2,0.9,josep2121213,en,,,
1926374282,1.2,1,fulk88,en,,,
901394840809873408,1.2,0.7,Jimmmyz169,en,,,
